listing,year,reference,title,document_type,download_id,download_url
Chronological list by year,1986,No. 22 of 1986,Territorial Sea (Amendment),amendment,33410,https://laws.gov.tt/ttdll-web/revision/download/33410?type=amendment
Chronological list by year,1986,No. 21 of 1986,Legal Profession,amendment,36048,https://laws.gov.tt/ttdll-web/revision/download/36048?type=amendment
Chronological list by year,1986,No. 20 of 1986,Regularisation of Tenure (State Lands),amendment,35376,https://laws.gov.tt/ttdll-web/revision/download/35376?type=amendment
Chronological list by year,1986,No. 19 of 1986,Kiwanis Club of Chaguanas (Incorporation),amendment,62889,https://laws.gov.tt/ttdll-web/revision/download/62889?type=amendment
Chronological list by year,1986,No. 18 of 1986,Workmen’s Compensation (Amendment),amendment,30111,https://laws.gov.tt/ttdll-web/revision/download/30111?type=amendment
Chronological list by year,1986,No. 17 of 1986,Motor Vehicles and Road Traffic (Amendment),amendment,21663,https://laws.gov.tt/ttdll-web/revision/download/21663?type=amendment
Chronological list by year,1986,No. 16 of 1986,Food and Drugs (Amendment),amendment,21870,https://laws.gov.tt/ttdll-web/revision/download/21870?type=amendment
Chronological list by year,1986,No. 15 of 1986,Local Authorities (Extension of Term of Office),amendment,62887,https://laws.gov.tt/ttdll-web/revision/download/62887?type=amendment
Chronological list by year,1986,No. 14 of 1986,Paramin Development Committee of Trinidad and Tobago (Incorporation),amendment,62445,https://laws.gov.tt/ttdll-web/revision/download/62445?type=amendment
Chronological list by year,1986,No. 13 of 1986,Summary Courts (Amendment),amendment,35723,https://laws.gov.tt/ttdll-web/revision/download/35723?type=amendment
Chronological list by year,1986,No. 12 of 1986,Queen's Hall (Amendment),amendment,62443,https://laws.gov.tt/ttdll-web/revision/download/62443?type=amendment
Chronological list by year,1986,No. 11 of 1986,Pesticides and Toxic Chemicals (Amendment),amendment,23173,https://laws.gov.tt/ttdll-web/revision/download/23173?type=amendment
Chronological list by year,1986,No. 10 of 1986,Law Reform (Property),amendment,29416,https://laws.gov.tt/ttdll-web/revision/download/29416?type=amendment
Chronological list by year,1986,No. 9 of 1986,Trustees of the New Apostolic Church (Incorporation),amendment,62441,https://laws.gov.tt/ttdll-web/revision/download/62441?type=amendment
Chronological list by year,1986,No. 8 of 1986,International Financial Organisations (Inter-American Investment Corporation),amendment,62439,https://laws.gov.tt/ttdll-web/revision/download/62439?type=amendment
Chronological list by year,1986,No. 7 of 1986,Land Surveyors (Amendment),amendment,18062,https://laws.gov.tt/ttdll-web/revision/download/18062?type=amendment
Chronological list by year,1986,No. 6 of 1986,Finance (Variation of Appropriation),amendment,62437,https://laws.gov.tt/ttdll-web/revision/download/62437?type=amendment
Chronological list by year,1986,No. 5 of 1986,Pan Trinbago (Incorporation),amendment,62435,https://laws.gov.tt/ttdll-web/revision/download/62435?type=amendment
Chronological list by year,1986,No. 4 of 1986,Cremation (Amendment),amendment,6410,https://laws.gov.tt/ttdll-web/revision/download/6410?type=amendment
Chronological list by year,1986,No. 3 of 1986,Constitution (Prescribed Matters) (Amendment),amendment,6878,https://laws.gov.tt/ttdll-web/revision/download/6878?type=amendment
Chronological list by year,1986,No. 2 of 1986,Central Bank (Non-Banking) (Amendment),amendment,3307,https://laws.gov.tt/ttdll-web/revision/download/3307?type=amendment
Chronological list by year,1986,No. 1 of 1986,Finance Act,amendment,9385,https://laws.gov.tt/ttdll-web/revision/download/9385?type=amendment
Chronological list by year,1985,No. 40 of 1985,Appropriation,amendment,73441,https://laws.gov.tt/ttdll-web/revision/download/73441?type=amendment
Chronological list by year,1985,No. 39 of 1985,Jury (Amendment),amendment,14920,https://laws.gov.tt/ttdll-web/revision/download/14920?type=amendment
Chronological list by year,1985,No. 38 of 1985,Textrin Vesting,amendment,62433,https://laws.gov.tt/ttdll-web/revision/download/62433?type=amendment
Chronological list by year,1985,No. 37 of 1985,Interpretation,amendment,14128,https://laws.gov.tt/ttdll-web/revision/download/14128?type=amendment
Chronological list by year,1985,No. 36 of 1985,Extradition (Commonwealth and Foreign Territories),amendment,2761,https://laws.gov.tt/ttdll-web/revision/download/2761?type=amendment
Chronological list by year,1985,No. 35 of 1985,Professions Related to Medicine,amendment,62431,https://laws.gov.tt/ttdll-web/revision/download/62431?type=amendment
Chronological list by year,1985,No. 34 of 1985,Engineering Profession,amendment,73439,https://laws.gov.tt/ttdll-web/revision/download/73439?type=amendment
Chronological list by year,1985,No. 33 of 1985,Amar Foundation (Incorporation),amendment,62461,https://laws.gov.tt/ttdll-web/revision/download/62461?type=amendment
Chronological list by year,1985,No. 32 of 1985,Retrenchment and Severance Benefits,amendment,62459,https://laws.gov.tt/ttdll-web/revision/download/62459?type=amendment
Chronological list by year,1985,No. 31 of 1985,Early Church Movement,amendment,73437,https://laws.gov.tt/ttdll-web/revision/download/73437?type=amendment
Chronological list by year,1985,No. 30 of 1985,Consumer Protection and Safety,amendment,62457,https://laws.gov.tt/ttdll-web/revision/download/62457?type=amendment
Chronological list by year,1985,No. 29 of 1985,Standards (Amendment),amendment,62455,https://laws.gov.tt/ttdll-web/revision/download/62455?type=amendment
Chronological list by year,1985,No. 28 of 1985,Unfair Contract Terms,amendment,12013,https://laws.gov.tt/ttdll-web/revision/download/12013?type=amendment
Chronological list by year,1985,No. 27 of 1985,National Congress of Baptist Organisations (Incorporation),amendment,73435,https://laws.gov.tt/ttdll-web/revision/download/73435?type=amendment
Chronological list by year,1985,No. 26 of 1985,Petroleum Taxes (Amendment),amendment,24068,https://laws.gov.tt/ttdll-web/revision/download/24068?type=amendment
Chronological list by year,1985,No. 25 of 1985,Tax Appeal Board (Amendment),amendment,34560,https://laws.gov.tt/ttdll-web/revision/download/34560?type=amendment
Chronological list by year,1985,No. 24 of 1985,Hubert Brown (Confirmation of Appointment),amendment,62453,https://laws.gov.tt/ttdll-web/revision/download/62453?type=amendment
Chronological list by year,1985,No. 23 of 1985,Bernard and Herrera (Trained Teacher Status),amendment,73643,https://laws.gov.tt/ttdll-web/revision/download/73643?type=amendment
Chronological list by year,1985,No. 22 of 1985,Exchange Control (Amendment),amendment,5754,https://laws.gov.tt/ttdll-web/revision/download/5754?type=amendment
Chronological list by year,1985,No. 21 of 1985,Town and Country Planning (Amendment),amendment,34131,https://laws.gov.tt/ttdll-web/revision/download/34131?type=amendment
Chronological list by year,1985,No. 20 of 1985,"Family Law (Guardianship of Minors, Domicile and Maintenance)",amendment,10959,https://laws.gov.tt/ttdll-web/revision/download/10959?type=amendment
Chronological list by year,1985,No. 19 of 1985,Offences Against the Person (Amendment),amendment,44366,https://laws.gov.tt/ttdll-web/revision/download/44366?type=amendment
Chronological list by year,1985,No. 18 of 1985,Rent Restriction (Re-enactment and Validation),amendment,62451,https://laws.gov.tt/ttdll-web/revision/download/62451?type=amendment
Chronological list by year,1985,No. 17 of 1985,Finance,amendment,35110,https://laws.gov.tt/ttdll-web/revision/download/35110?type=amendment
Chronological list by year,1985,No. 16 of 1985,St. Hilary's Foundation (Incorporated),amendment,62449,https://laws.gov.tt/ttdll-web/revision/download/62449?type=amendment
Chronological list by year,1985,No. 15 of 1985,Cyrenius James (Promotion),amendment,62447,https://laws.gov.tt/ttdll-web/revision/download/62447?type=amendment
Chronological list by year,1985,No. 14 of 1985,Marie Gill (Promotion),amendment,73645,https://laws.gov.tt/ttdll-web/revision/download/73645?type=amendment
Chronological list by year,1985,No. 13 of 1985,Copyright,amendment,41841,https://laws.gov.tt/ttdll-web/revision/download/41841?type=amendment
Chronological list by year,1985,No. 12 of 1985,Home Mortgage Bank,amendment,22661,https://laws.gov.tt/ttdll-web/revision/download/22661?type=amendment
Chronological list by year,1985,No. 11 of 1985,Library Association of Trinidad and Tobago (Incorporation),amendment,62411,https://laws.gov.tt/ttdll-web/revision/download/62411?type=amendment
Chronological list by year,1985,No. 10 of 1985,Auxiliary Child-Care Trinidad and Tobago Association (Incorporation),amendment,62413,https://laws.gov.tt/ttdll-web/revision/download/62413?type=amendment
Chronological list by year,1985,No. 9 of 1985,Sea Front Lions Club of Trinidad (Incorporation),amendment,73647,https://laws.gov.tt/ttdll-web/revision/download/73647?type=amendment
Chronological list by year,1985,No. 8 of 1985,Publications (Legal Deposit),amendment,41837,https://laws.gov.tt/ttdll-web/revision/download/41837?type=amendment
Chronological list by year,1985,No. 7 of 1985,Finance (No. 2),amendment,9383,https://laws.gov.tt/ttdll-web/revision/download/9383?type=amendment
Chronological list by year,1985,No. 6 of 1985,Pilotage (Amendment),amendment,26315,https://laws.gov.tt/ttdll-web/revision/download/26315?type=amendment
Chronological list by year,1985,No. 5 of 1985,Scheduled Laws (Pensions Provisions),amendment,22981,https://laws.gov.tt/ttdll-web/revision/download/22981?type=amendment
Chronological list by year,1985,No. 4 of 1985,Registration of Deeds (Amendment),amendment,28923,https://laws.gov.tt/ttdll-web/revision/download/28923?type=amendment
Chronological list by year,1985,No. 3 of 1985,Judges Salaries and Pensions (Amendment),amendment,15498,https://laws.gov.tt/ttdll-web/revision/download/15498?type=amendment
Chronological list by year,1985,No. 2 of 1985,Births and Deaths Registration (Amendment),amendment,3795,https://laws.gov.tt/ttdll-web/revision/download/3795?type=amendment
Chronological list by year,1985,No. 1 of 1985,Appropriation,amendment,62407,https://laws.gov.tt/ttdll-web/revision/download/62407?type=amendment
Chronological list by year,1984,No. 29 of 1984,Finance (Variation of Appropriation),amendment,62409,https://laws.gov.tt/ttdll-web/revision/download/62409?type=amendment
Chronological list by year,1984,No. 28 of 1984,Petroleum Taxes (Amendment),amendment,29637,https://laws.gov.tt/ttdll-web/revision/download/29637?type=amendment
Chronological list by year,1984,No. 27 of 1984,Education (Amendment),amendment,8698,https://laws.gov.tt/ttdll-web/revision/download/8698?type=amendment
Chronological list by year,1984,No. 26 of 1984,West Indies Theological College,amendment,62403,https://laws.gov.tt/ttdll-web/revision/download/62403?type=amendment
Chronological list by year,1984,No. 25 of 1984,Christian Union Church of the West Indies in Trinidad and Tobago,amendment,62405,https://laws.gov.tt/ttdll-web/revision/download/62405?type=amendment
Chronological list by year,1984,No. 24 of 1984,Trinidad Christian Centre (Incorporation),amendment,62399,https://laws.gov.tt/ttdll-web/revision/download/62399?type=amendment
Chronological list by year,1984,No. 23 of 1984,Barrackpore Children's Lunch Association (Incorporation),amendment,62401,https://laws.gov.tt/ttdll-web/revision/download/62401?type=amendment
Chronological list by year,1984,No. 22 of 1984,Kiwanis Club of Port-of-Spain West (Incorporation),amendment,62427,https://laws.gov.tt/ttdll-web/revision/download/62427?type=amendment
Chronological list by year,1984,No. 21 of 1984,Lester Jemmott (Superannuation Benefits),amendment,2785,https://laws.gov.tt/ttdll-web/revision/download/2785?type=amendment
Chronological list by year,1984,No. 20 of 1984,"National Institute of Higher Education (Research, Science and Technology)",amendment,62429,https://laws.gov.tt/ttdll-web/revision/download/62429?type=amendment
Chronological list by year,1984,No. 19 of 1984,Calvary Sovereign Grace Baptist Church (Incorporation),amendment,73649,https://laws.gov.tt/ttdll-web/revision/download/73649?type=amendment
Chronological list by year,1984,No. 18 of 1984,Liquor Licences (Amendment),amendment,19629,https://laws.gov.tt/ttdll-web/revision/download/19629?type=amendment
Chronological list by year,1984,No. 17 of 1984,Shop (Hours of Opening and Employment),amendment,31229,https://laws.gov.tt/ttdll-web/revision/download/31229?type=amendment
Chronological list by year,1984,No. 16 of 1984,Finance,amendment,20891,https://laws.gov.tt/ttdll-web/revision/download/20891?type=amendment
Chronological list by year,1984,No. 15 of 1984,Municipal Corporations (Pensions) (Amendment),amendment,22967,https://laws.gov.tt/ttdll-web/revision/download/22967?type=amendment
Chronological list by year,1984,No. 14 of 1984,Point Fortin Corporation (Amendment),amendment,62423,https://laws.gov.tt/ttdll-web/revision/download/62423?type=amendment
Chronological list by year,1984,No. 13 of 1984,National Insurance (Amendment),amendment,12082,https://laws.gov.tt/ttdll-web/revision/download/12082?type=amendment
Chronological list by year,1984,No. 12 of 1984,Finance (Variation of Appropriation) (1983),amendment,62425,https://laws.gov.tt/ttdll-web/revision/download/62425?type=amendment
Chronological list by year,1984,No. 11 of 1984,Finance Act 1983 (Amendment),amendment,5382,https://laws.gov.tt/ttdll-web/revision/download/5382?type=amendment
Chronological list by year,1984,No. 10 of 1984,Claude Boyce (Pension and Gratuity),amendment,73637,https://laws.gov.tt/ttdll-web/revision/download/73637?type=amendment
Chronological list by year,1984,No. 9 of 1984,Federal Officers (Prescription of Superannuation Benefits),amendment,62419,https://laws.gov.tt/ttdll-web/revision/download/62419?type=amendment
Chronological list by year,1984,No. 8 of 1984,Import and Excise Duties (Validation),amendment,62421,https://laws.gov.tt/ttdll-web/revision/download/62421?type=amendment
Chronological list by year,1984,No. 7 of 1984,Trade Descriptions,amendment,9381,https://laws.gov.tt/ttdll-web/revision/download/9381?type=amendment
Chronological list by year,1984,No. 6 of 1984,Income Tax (Amendment),amendment,12052,https://laws.gov.tt/ttdll-web/revision/download/12052?type=amendment
Chronological list by year,1984,No. 5 of 1984,Joseph Balfour (Superannuation Benefits),amendment,62415,https://laws.gov.tt/ttdll-web/revision/download/62415?type=amendment
Chronological list by year,1984,No. 4 of 1984,Unit Trust Corporation of Trinidad and Tobago (Amendment),amendment,33718,https://laws.gov.tt/ttdll-web/revision/download/33718?type=amendment
Chronological list by year,1984,No. 3 of 1984,Motor Vehicles and Road Traffic (Enforcement and Administration),amendment,22795,https://laws.gov.tt/ttdll-web/revision/download/22795?type=amendment
Chronological list by year,1984,No. 2 of 1984,Trinidad and Tobago Export Development Corporation,amendment,55786,https://laws.gov.tt/ttdll-web/revision/download/55786?type=amendment
Chronological list by year,1984,No. 1 of 1984,Appropriation,amendment,62417,https://laws.gov.tt/ttdll-web/revision/download/62417?type=amendment
Chronological list by year,1983,No. 23 of 1983,Customs (Amendment),amendment,62505,https://laws.gov.tt/ttdll-web/revision/download/62505?type=amendment
Chronological list by year,1983,No. 22 of 1983,Central Tenders Board (Amendment),amendment,3565,https://laws.gov.tt/ttdll-web/revision/download/3565?type=amendment
Chronological list by year,1983,No. 21 of 1983,Income Tax (Amendment) (No. 2),amendment,12050,https://laws.gov.tt/ttdll-web/revision/download/12050?type=amendment
Chronological list by year,1983,No. 20 of 1983,Motor Vehicles and Road Traffic (Amendment),amendment,21659,https://laws.gov.tt/ttdll-web/revision/download/21659?type=amendment
Chronological list by year,1983,No. 19 of 1983,Basil Douglas (Service on the Court),amendment,13301,https://laws.gov.tt/ttdll-web/revision/download/13301?type=amendment
Chronological list by year,1983,No. 18 of 1983,James O’Neil Lewis (Service on the Court),amendment,13273,https://laws.gov.tt/ttdll-web/revision/download/13273?type=amendment
Chronological list by year,1983,No. 17 of 1983,Constitution of the Republic of Trinidad and Tobago (Amendment),amendment,47748,https://laws.gov.tt/ttdll-web/revision/download/47748?type=amendment
Chronological list by year,1983,No. 16 of 1983,Finance (Variation of Appropriation) (1983),amendment,62503,https://laws.gov.tt/ttdll-web/revision/download/62503?type=amendment
Chronological list by year,1983,No. 15 of 1983,Land Tenants (Security of Tenure) (Amendment),amendment,18168,https://laws.gov.tt/ttdll-web/revision/download/18168?type=amendment
Chronological list by year,1983,No. 14 of 1983,Lionel Bridgernan (Retirement Benefits),amendment,62509,https://laws.gov.tt/ttdll-web/revision/download/62509?type=amendment
Chronological list by year,1983,No. 13 of 1983,Finance 1983,amendment,20875,https://laws.gov.tt/ttdll-web/revision/download/20875?type=amendment
Chronological list by year,1983,No. 12 of 1983,Misrepresentation,amendment,73639,https://laws.gov.tt/ttdll-web/revision/download/73639?type=amendment
Chronological list by year,1983,No. 11 of 1983,Sale of Goods (Amendment),amendment,30194,https://laws.gov.tt/ttdll-web/revision/download/30194?type=amendment
Chronological list by year,1983,No. 10 of 1983,Texaco Trinidad Incorporation (Tax Relief on Special Payments),amendment,73641,https://laws.gov.tt/ttdll-web/revision/download/73641?type=amendment
Chronological list by year,1983,No. 9 of 1983,Income Tax (Amendment),amendment,12048,https://laws.gov.tt/ttdll-web/revision/download/12048?type=amendment
Chronological list by year,1983,No. 8 of 1983,Statutory Authorities (Amendment),amendment,33899,https://laws.gov.tt/ttdll-web/revision/download/33899?type=amendment
Chronological list by year,1983,No. 7 of 1983,Purchase Sweepstake and Departure Taxes (Amendment),amendment,20871,https://laws.gov.tt/ttdll-web/revision/download/20871?type=amendment
Chronological list by year,1983,No. 6 of 1983,Municipal Corporations (Special Gratuities),amendment,22663,https://laws.gov.tt/ttdll-web/revision/download/22663?type=amendment
Chronological list by year,1983,No. 5 of 1983,George Thedore Daniel (Retiring Allowance and Gratuity),amendment,62507,https://laws.gov.tt/ttdll-web/revision/download/62507?type=amendment
Chronological list by year,1983,No. 4 of 1983,Friendly Societies (Amendment),amendment,13265,https://laws.gov.tt/ttdll-web/revision/download/13265?type=amendment
Chronological list by year,1983,No. 3 of 1983,Finance (Variation of Appropriation) 1982,amendment,73659,https://laws.gov.tt/ttdll-web/revision/download/73659?type=amendment
Chronological list by year,1983,No. 2 of 1983,Evidence (Amendment),amendment,5655,https://laws.gov.tt/ttdll-web/revision/download/5655?type=amendment
Chronological list by year,1983,No. 1 of 1983,Constitution of the Republic of Trinidad and Tobago (Prescribed Offices) (Amendment),amendment,6860,https://laws.gov.tt/ttdll-web/revision/download/6860?type=amendment
Chronological list by year,1982,No. 30 of 1982,Appropriation 1983,amendment,73661,https://laws.gov.tt/ttdll-web/revision/download/73661?type=amendment
Chronological list by year,1982,No. 29 of 1982,Summary Courts (Amendment),amendment,73663,https://laws.gov.tt/ttdll-web/revision/download/73663?type=amendment
Chronological list by year,1982,No. 28 of 1982,Rich Plain Baptist Church (Incorporation),amendment,62497,https://laws.gov.tt/ttdll-web/revision/download/62497?type=amendment
Chronological list by year,1982,No. 27 of 1982,Finance (Variation of Appropriation) (1982),amendment,62495,https://laws.gov.tt/ttdll-web/revision/download/62495?type=amendment
Chronological list by year,1982,No. 26 of 1982,Supplementary Appropriation (1982),amendment,62501,https://laws.gov.tt/ttdll-web/revision/download/62501?type=amendment
Chronological list by year,1982,No. 25 of 1982,Tobago House of Assembly (Amendment),amendment,34430,https://laws.gov.tt/ttdll-web/revision/download/34430?type=amendment
Chronological list by year,1982,No. 24 of 1982,Town and Country Planning (Miscellaneous Licences),amendment,62499,https://laws.gov.tt/ttdll-web/revision/download/62499?type=amendment
Chronological list by year,1982,No. 23 of 1982,Truck (Amendment),amendment,32764,https://laws.gov.tt/ttdll-web/revision/download/32764?type=amendment
Chronological list by year,1982,No. 22 of 1982,Vishwa Jyothi Organisation of Trinidad and Tobago (Incorporation),amendment,62521,https://laws.gov.tt/ttdll-web/revision/download/62521?type=amendment
Chronological list by year,1982,No. 21 of 1982,International Spiritual Baptist Ministerial Council of Trinidad and Tobago (Trustee Incorporation),amendment,62519,https://laws.gov.tt/ttdll-web/revision/download/62519?type=amendment
Chronological list by year,1982,No. 20 of 1982,Matrimonial Proceedings and Property (Amendment),amendment,26417,https://laws.gov.tt/ttdll-web/revision/download/26417?type=amendment
Chronological list by year,1982,No. 19 of 1982,Trinidad and Tobago Pentecostal Assembly (Incorporation),amendment,62525,https://laws.gov.tt/ttdll-web/revision/download/62525?type=amendment
Chronological list by year,1982,No. 18 of 1982,Tabernacle of Prayer (Trustee Incorporation),amendment,73665,https://laws.gov.tt/ttdll-web/revision/download/73665?type=amendment
Chronological list by year,1982,No. 17 of 1982,Trinidad and Tobago Football Association (Incorporation),amendment,73651,https://laws.gov.tt/ttdll-web/revision/download/73651?type=amendment
Chronological list by year,1982,No. 16 of 1982,"Trinidad East Lions Club of St. George, Trinidad West Indies (Incorporation)",amendment,62523,https://laws.gov.tt/ttdll-web/revision/download/62523?type=amendment
Chronological list by year,1982,No. 15 of 1982,Workers' Bank (Amendment),amendment,30149,https://laws.gov.tt/ttdll-web/revision/download/30149?type=amendment
Chronological list by year,1982,No. 14 of 1982,Aaron Williams (Confirmation of Appointment),amendment,62513,https://laws.gov.tt/ttdll-web/revision/download/62513?type=amendment
Chronological list by year,1982,No. 13 of 1982,Constitution (Amendment),amendment,47744,https://laws.gov.tt/ttdll-web/revision/download/47744?type=amendment
Chronological list by year,1982,No. 12 of 1982,Monica Cromwell (Promotion),amendment,62511,https://laws.gov.tt/ttdll-web/revision/download/62511?type=amendment
Chronological list by year,1982,No. 11 of 1982,Rita Attong (Retroactive Promotion),amendment,73653,https://laws.gov.tt/ttdll-web/revision/download/73653?type=amendment
Chronological list by year,1982,No. 10 of 1982,Lynette Ramkerrysingh (Appointment and Promotion),amendment,62517,https://laws.gov.tt/ttdll-web/revision/download/62517?type=amendment
Chronological list by year,1982,No. 9 of 1982,Finance (Variation of Appropriation) (1981),amendment,62515,https://laws.gov.tt/ttdll-web/revision/download/62515?type=amendment
Chronological list by year,1982,No. 8 of 1982,Motor Vehicles and Road Traffic (Amendment),amendment,21657,https://laws.gov.tt/ttdll-web/revision/download/21657?type=amendment
Chronological list by year,1982,No. 7 of 1982,Maxi-Taxi (Amendment),amendment,62471,https://laws.gov.tt/ttdll-web/revision/download/62471?type=amendment
Chronological list by year,1982,No. 6 of 1982,Hire Purchase (Amendment),amendment,12011,https://laws.gov.tt/ttdll-web/revision/download/12011?type=amendment
Chronological list by year,1982,No. 5 of 1982,Marriage (Amendment),amendment,26608,https://laws.gov.tt/ttdll-web/revision/download/26608?type=amendment
Chronological list by year,1982,No. 4 of 1982,Criminal Procedure (Amendment),amendment,4839,https://laws.gov.tt/ttdll-web/revision/download/4839?type=amendment
Chronological list by year,1982,No. 3 of 1982,Boxing Control (Amendment),amendment,4082,https://laws.gov.tt/ttdll-web/revision/download/4082?type=amendment
Chronological list by year,1982,No. 2 of 1982,Finance (1982),amendment,12046,https://laws.gov.tt/ttdll-web/revision/download/12046?type=amendment
Chronological list by year,1982,No. 1 of 1982,Appropriation (1982),amendment,62473,https://laws.gov.tt/ttdll-web/revision/download/62473?type=amendment
Chronological list by year,1981,No. 45 of 1981,Rent Restriction (Dwelling Houses),amendment,59059,https://laws.gov.tt/ttdll-web/revision/download/59059?type=amendment
Chronological list by year,1981,No. 44 of 1981,Motor Vehicles Insurance (Third-Party Risks),amendment,22910,https://laws.gov.tt/ttdll-web/revision/download/22910?type=amendment
Chronological list by year,1981,No. 43 of 1981,Housing (Amendment),amendment,14671,https://laws.gov.tt/ttdll-web/revision/download/14671?type=amendment
Chronological list by year,1981,No. 42 of 1981,Pharmacy Board (Amendment),amendment,24373,https://laws.gov.tt/ttdll-web/revision/download/24373?type=amendment
Chronological list by year,1981,No. 41 of 1981,Finance (1981) (Amendment),amendment,12044,https://laws.gov.tt/ttdll-web/revision/download/12044?type=amendment
Chronological list by year,1981,No. 40 of 1981,Supplementary Appropriation (No. 3),amendment,62475,https://laws.gov.tt/ttdll-web/revision/download/62475?type=amendment
Chronological list by year,1981,No. 39 of 1981,Judges and Salaries and Pensions (Amendment),amendment,15490,https://laws.gov.tt/ttdll-web/revision/download/15490?type=amendment
Chronological list by year,1981,No. 38 of 1981,Tourist Board (Amendment),amendment,62477,https://laws.gov.tt/ttdll-web/revision/download/62477?type=amendment
Chronological list by year,1981,No. 37 of 1981,Securities Industry,amendment,62463,https://laws.gov.tt/ttdll-web/revision/download/62463?type=amendment
Chronological list by year,1981,No. 36 of 1981,Caribbean Agricultural Research and Development Institute,amendment,62465,https://laws.gov.tt/ttdll-web/revision/download/62465?type=amendment
Chronological list by year,1981,No. 35 of 1981,Orisa Movement of Trinidad and Tobago Egbe Orise lie Wa (Incorporation),amendment,73655,https://laws.gov.tt/ttdll-web/revision/download/73655?type=amendment
Chronological list by year,1981,No. 34 of 1981,Kiwanis Club of St. Augustine Trinidad West Indies (Incorporation),amendment,62467,https://laws.gov.tt/ttdll-web/revision/download/62467?type=amendment
Chronological list by year,1981,No. 33 of 1981,Caribbean Industrial Research Institute (Amendment and Validation),amendment,2930,https://laws.gov.tt/ttdll-web/revision/download/2930?type=amendment
Chronological list by year,1981,No. 32 of 1981,Supplementary Appropriation (No. 2),amendment,62487,https://laws.gov.tt/ttdll-web/revision/download/62487?type=amendment
Chronological list by year,1981,No. 31 of 1981,Finance (Variation of Appropriation),amendment,62489,https://laws.gov.tt/ttdll-web/revision/download/62489?type=amendment
Chronological list by year,1981,No. 30 of 1981,Caribbean Food Corporation,amendment,2920,https://laws.gov.tt/ttdll-web/revision/download/2920?type=amendment
Chronological list by year,1981,No. 29 of 1981,Public Utilities Commission (Amendment and Validation),amendment,62491,https://laws.gov.tt/ttdll-web/revision/download/62491?type=amendment
Chronological list by year,1981,No. 28 of 1981,Citizenship of The Republic of Trinidad and Tobago,amendment,4502,https://laws.gov.tt/ttdll-web/revision/download/4502?type=amendment
Chronological list by year,1981,No. 27 of 1981,Succession (Partial Proclamation),amendment,26415,https://laws.gov.tt/ttdll-web/revision/download/26415?type=amendment
Chronological list by year,1981,No. 26 of 1981,Unit Trust Corporation of Trinidad and Tobago,amendment,62493,https://laws.gov.tt/ttdll-web/revision/download/62493?type=amendment
Chronological list by year,1981,No. 25 of 1981,Finance,amendment,12042,https://laws.gov.tt/ttdll-web/revision/download/12042?type=amendment
Chronological list by year,1981,No. 24 of 1981,Land Registration,amendment,31357,https://laws.gov.tt/ttdll-web/revision/download/31357?type=amendment
Chronological list by year,1981,No. 23 of 1981,Condominiums,amendment,62479,https://laws.gov.tt/ttdll-web/revision/download/62479?type=amendment
Chronological list by year,1981,No. 22 of 1981,Limitation,amendment,3437,https://laws.gov.tt/ttdll-web/revision/download/3437?type=amendment
Chronological list by year,1981,No. 21 of 1981,Trustee,amendment,33033,https://laws.gov.tt/ttdll-web/revision/download/33033?type=amendment
Chronological list by year,1981,No. 20 of 1981,Conveyancing and Law of Property,amendment,8199,https://laws.gov.tt/ttdll-web/revision/download/8199?type=amendment
Chronological list by year,1981,No. 19 of 1981,Landlord and Tenant,amendment,31353,https://laws.gov.tt/ttdll-web/revision/download/31353?type=amendment
Chronological list by year,1981,No. 18 of 1981,Old Age Pensions (Amendment),amendment,31713,https://laws.gov.tt/ttdll-web/revision/download/31713?type=amendment
Chronological list by year,1981,No. 17 of 1981,Status of Children,amendment,4500,https://laws.gov.tt/ttdll-web/revision/download/4500?type=amendment
Chronological list by year,1981,No. 16 of 1981,Association for Developmental Education (Incorporation),amendment,62481,https://laws.gov.tt/ttdll-web/revision/download/62481?type=amendment
Chronological list by year,1981,No. 15 of 1981,"Family Law (Guardianship of Minors, Domicile and Maintenance)",amendment,26411,https://laws.gov.tt/ttdll-web/revision/download/26411?type=amendment
Chronological list by year,1981,No. 14 of 1981,Plant Protection (Amendment),amendment,62483,https://laws.gov.tt/ttdll-web/revision/download/62483?type=amendment
Chronological list by year,1981,No. 13 of 1981,Trinidad and Tobago Amateur Radio Society,amendment,62485,https://laws.gov.tt/ttdll-web/revision/download/62485?type=amendment
Chronological list by year,1981,No. 12 of 1981,Lions Club of St. Patrick West of Trinidad West Indies (Incorporation),amendment,62565,https://laws.gov.tt/ttdll-web/revision/download/62565?type=amendment
Chronological list by year,1981,No. 11 of 1981,Land Tenants (Security of Tenure),amendment,62563,https://laws.gov.tt/ttdll-web/revision/download/62563?type=amendment
Chronological list by year,1981,No. 10 of 1981,Litter (Amendment),amendment,18903,https://laws.gov.tt/ttdll-web/revision/download/18903?type=amendment
Chronological list by year,1981,No. 9 of 1981,Hotel Development (Amendment),amendment,62561,https://laws.gov.tt/ttdll-web/revision/download/62561?type=amendment
Chronological list by year,1981,No. 8 of 1981,Constitution of the Republic of Trinidad and Tobago (Amendment),amendment,47740,https://laws.gov.tt/ttdll-web/revision/download/47740?type=amendment
Chronological list by year,1981,No. 7 of 1981,Rent Restriction (Re-enactment and Validation),amendment,62559,https://laws.gov.tt/ttdll-web/revision/download/62559?type=amendment
