law_id,description,chapter_number,detail_url
202,Litter,30:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=202
738,Livestock and Livestock Products Board,67:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=738
550,Local Authorities Grants and Loans,71:80,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=550
594,Local Savings Banks,79:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=594
406,Magistrates Protection,6:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=406
1030,Maintenance Orders (Facilities for Enforcement),45:53,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1030
238,Malaria Abatement,28:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=238
460,Malicious Damage,11:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=460
1104,Management Development Centre,85:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1104
976,Marine Areas (Preservation and Enhancement),37:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=976
842,Mariners Club,50:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=842
834,Marking of Ships,50:09,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=834
1044,Marriage,45:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1044
1020,Married Persons,45:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1020
824,Maternity Protection,45:57,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=824
1026,Matrimonial Proceedings and Property,45:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1026
856,Maxi-Taxi,48:53,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=856
412,Mediation,5:32,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=412
226,Medical Board,29:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=226
218,Mental Health,28:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=218
636,Mercantile Law,82:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=636
91371,Metrology,82:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=91371
340,Military Training (Prohibition),15:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=340
904,Minerals,61:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=904
1074,Minimum Wages,88:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1074
906,Mining Compensation,61:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=906
752,Minister of Finance (Incorporation),69:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=752
574,Miscellaneous Taxes,77:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=574
654,Misrepresentation,82:35,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=654
1116,Moneylenders,84:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1116
744,Mongoose,67:55,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=744
154,Motion Picture Films (Carriage and Storage),20:11,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=154
836,Motor Launches,50:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=836
796,Motor Vehicles and Road Traffic,48:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=796
858,Motor Vehicles and Road Traffic (Enforcement and Administration),48:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=858
798,Motor Vehicles Insurance (Third Party Risks),48:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=798
130,Municipal Corporations,25:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=130
132,Municipal Corporations (Pensions),25:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=132
1050,Muslim Marriage and Divorce,45:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1050
284,Mutual Assistance in Criminal Matters,11:24,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=284
1016,Naparima Bowl,40:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1016
690,National Agricultural Marketing and Development Corporation,63:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=690
1036,National Carnival Commission of Trinidad and Tobago,42:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1036
786,National Development (Inter-American Development Bank) Loans,71:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=786
784,National Development (International Bank for Reconstruction and Development) Loans,71:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=784
328,National Emblems of Trinidad and Tobago (Regulation),19:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=328
1010,"National Institute of Higher Education (Research, Science and Technology)",39:58,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1010
204,National Insurance,32:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=204
1012,National Library and Information Systems,40:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1012
148,National Lotteries,21:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=148
1018,National Museum and Art Gallery,40:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1018
896,National Petroleum Company,62:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=896
988,National Trust of Trinidad and Tobago,40:53,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=988
610,Negotiable Instruments (Dishonoured Cheques),79:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=610
332,Newspapers,20:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=332
394,Notaries Public,6:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=394
1046,Notification of Births,44:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1046
186,Nursing Personnel,29:53,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=186
386,Oaths,7:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=386
390,Oaths of Office,7:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=390
1066,Occupational Safety and Health,88:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1066
456,Offences Against the Person,11:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=456
898,Oil Mining (High Water Mark),62:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=898
974,Oil Pollution of Territorial Waters,37:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=974
1118,Old Metal and Marine Stores,84:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1118
526,Ombudsman,2:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=526
190,Opticians (Registration),29:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=190
310,Order of the Caribbean Community,17:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=310
1022,Orisa Marriage,45:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1022
630,Partnership,81:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=630
1150,Patents,82:76,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1150
1130,Patents and Designs,82:83,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1130
1132,"Patents, Designs, Copyright and Trade Marks (Emergency)",82:84,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1132
1114,Pawnbrokers,84:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1114
126,Pensions,23:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=126
128,Pensions Extension,23:53,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=128
118,Pensions Rights (Special Provisions),23:56,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=118
444,Perjury,11:14,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=444
178,Pesticides and Toxic Chemicals,30:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=178
894,Petroleum,62:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=894
892,Petroleum Production Levy and Subsidy,62:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=892
556,Petroleum Taxes,75:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=556
668,Petrotrin Pensions,62:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=668
670,Petrotrin Vesting,62:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=670
510,Petty Civil Courts,4:21,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=510
192,Pharmacy Board,29:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=192
828,Pilotage,51:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=828
936,Pipelines,35:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=936
696,Plant (Export Prohibition),63:54,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=696
692,Plant Protection,63:56,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=692
338,Police Complaints Authority,15:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=338
272,Police Service,15:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=272
830,Port Authority,51:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=830
588,Post Office Savings Bank,79:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=588
734,Pounds,67:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=734
476,Praedial Larceny Prevention,10:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=476
514,President's Emoluments,2:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=514
450,Prevention of Corruption,11:11,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=450
454,Prevention of Crime (Offensive Weapons),11:09,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=454
480,Prevention of Crimes,10:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=480
528,Prime Minister's Pension,2:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=528
77867,"Princess Elizabeth Home for
Handicapped Children Association (Incorporation)",29:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=77867
246,Prisons,13:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=246
248,Prison Service,13:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=248
230,Private Hospitals,29:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=230
354,"Privileges and Immunities (Diplomatic, Consular and International Organisations)",17:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=354
260,Probation of Offenders,13:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=260
286,Proceeds of Crime,11:27,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=286
704,Production of Cane,64:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=704
1052,Professions Related to Medicine,90:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1052
576,Property Tax,76:04 (This Act repealed and replaced the Land and Building Taxes Act No 14 of 1920) (see alert),https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=576
656,Protection Against Unfair Competition,82:36,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=656
1148,Protection of New Plant Varieties,82:75,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1148
972,Protection of Wrecks,37:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=972
140,Protective Services (Compensation),23:60,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=140
120,Provident Fund,23:57,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=120
570,Provisional Collection of Taxes,74:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=570
200,Public Assistance,32:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=200
1146,Publications (Legal Deposit),82:74,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1146
216,Public Health (Nursery Schools and Primary Schools Immunisation),28:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=216
322,Public Holidays and Festivals,19:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=322
802,Public Transport Service,48:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=802
80413,Purchase of Certain Rights (HCU),71:44,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=80413
212,Quarantine,28:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=212
1014,Queen's Hall,40:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1014
1038,Queen's Park,41:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1038
150,Races,21:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=150
566,Rates and Charges Recovery,74:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=566
568,"Rates, Taxes and Licences (Payment by Cheque)",74:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=568
80345,Real Property,56:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=80345
80303,Real Property Limitation,56:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=80303
506,Recording of Court Proceedings,4:31,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=506
998,Recreation Grounds and Pastures,41:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=998
1062,Recruiting of Workers,88:10,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1062
228,Regional Health Authorities,29:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=228
1040,"Registers of Births, Deaths and Marriages",44:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1040
326,Registrar General,19:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=326
1134,Registration of Business Names,82:85,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1134
160,Registration of Clubs,21:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=160
324,Registration of Deeds,19:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=324
336,Registration of Local Agents of Foreign Governments or Foreign Enterprises,19:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=336
870,Regulated Industries Commission,54:73,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=870
492,Remedies of Creditors,8:09,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=492
258,Remission of Penalties,13:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=258
912,Rent Restriction (Dwelling Houses),59:55,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=912
910,Rent Restriction (Serviced Premises),59:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=910
920,Rent Restriction (Short Tenancies),59:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=920
520,Representation of the People,2:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=520
452,Restriction of Offensive Weapons,11:10,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=452
864,Resumption of Land,57:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=864
364,Retiring Allowances (Diplomatic Service),17:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=364
516,Retiring Allowances (Legislative Service),2:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=516
1058,Retrenchment and Severance Benefits,88:13,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1058
462,Riot,11:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=462
1106,Rural Pedlars,84:09,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1106
660,Sale of Goods,82:30,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=660
684,Sale of Produce,63:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=684
1108,"San Fernando and Arima Hucksters, Pedlars and Porters",84:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1108
1000,San Fernando Recreation Ground,41:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1000
730,Sawmills,66:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=730
214,Schools (Medical Inspection),28:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=214
1136,Securities,83:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1136
270,Security Assistance (Caricom),14:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=270
464,Sedition,11:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=464
198,Senior Citizens' Pension,32:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=198
426,Sentencing Commission,4:32,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=426
292,Sexual Offences,11:28,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=292
832,Shipping,50:10,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=832
1126,Shop (Hours of Opening and Employment),84:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1126
944,Slum Clearance and Housing,33:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=944
342,Special Reserve Police,15:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=342
1086,Spirits and Spirit Compounds,87:54,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1086
990,Sport and Culture Fund,40:54,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=990
580,Stamp Duty,76:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=580
582,Stamp Duty (Special Provisions),76:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=582
638,Standards,82:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=638
862,State Grants and Leases (Re-Issue),57:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=862
866,State Land (Regularisation of Tenure),57:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=866
860,State Lands,57:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=860
376,State Liability and Proceedings,8:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=376
316,Statistics,19:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=316
818,Status of Children,46:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=818
522,Statutes,3:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=522
142,Statutory Authorities,24:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=142
380,Statutory Declarations,7:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=380
352,Strategic Services Agency,15:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=352
146,Street Collections (Control),21:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=146
962,Students' Revolving Loan Fund,39:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=962
488,Succession,9:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=488
702,Sugar Industry Labour Welfare Committee (Incorporation),64:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=702
700,Sugar Industry Special Funds,64:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=700
706,Sugar Quotas,64:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=706
512,Summary Courts,4:20,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=512
466,Summary Offences,11:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=466
344,Supplemental Police,15:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=344
500,Supreme Court of Judicature,4:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=500
298,Taking of Hostages,12:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=298
428,Tax Appeal Board,4:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=428
578,Taxes Exemption,76:50 (Repealed by Act No. 18 of 2009 see alert),https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=578
572,Tax Information Exchange Agreements,76:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=572
984,Teachers' Pensions,39:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=984
980,Teaching Service (Compensation),39:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=980
806,Telecommunications,47:31,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=806
532,Territorial Sea,1:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=532
672,Textrin Vesting,62:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=672
158,Theatres and Dance Halls,21:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=158
80299,Three Chains,57.04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=80299
180,Tobacco Control,30:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=180
334,Tobago Deeds,19:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=334
144,Tobago House of Assembly,25:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=144
1092,Tourism and Industrial Development Company of Trinidad and Tobago Limited Vesting,87:21,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1092
1090,Tourism Development,87:22,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1090
954,Town and Country Planning,35:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=954
928,Town and Country Planning (Miscellaneous Licences),35:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=928
222,Towns and Villages (Definition),26:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=222
640,Trade Descriptions,82:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=640
1080,Trade Disputes and Protection of Property,88:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1080
1144,Trade Marks,82:81,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1144
1078,Trade Unions,88:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1078
266,Trading with the Enemy,14:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=266
80397,Trafficking in Persons,12:10,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=80397
304,Transfer of Prisoners,12:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=304
166,Transferred Officers Continuity of Service,23:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=166
124,Travelling Allowances,23:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=124
468,Treason,11:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=468
790,Treasury Bills,71:40,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=790
554,Treasury Bonds,71:43,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=554
788,Treasury Notes,71:39,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=788
458,Trespass,11:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=458
880,Trinidad and Tobago Electricity Commission,54:70,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=880
620,Trinidad and Tobago Free Zones,81:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=620
946,Trinidad and Tobago Housing Development Corporation,33:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=946
952,Trinidad and Tobago Housing Development Corporation (Vesting),33:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=952
992,Trinidad and Tobago National Steel Orchestra,40:55,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=992
674,Trinidad and Tobago Oil Company Limited Vesting,62:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=674
109210,Trinidad and Tobago Panama Partial Scope Trade Agreement,81:14,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=109210
810,Trinidad and Tobago Post,47:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=810
804,Trinidad and Tobago Postal Corporation,47:02,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=804
152,Trinidad and Tobago Racing Authority,21:50,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=152
902,Trinidad and Tobago Survey,60:01,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=902
1072,Truck,88:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1072
236,Tuberculosis Control,28:51,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=236
558,Unemployment Levy,75:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=558
658,Unfair Contract Terms,82:37,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=658
1122,Unit Trust Corporation of Trinidad and Tobago,83:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1122
956,University Students (Guarantee Fund),39:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=956
916,Valuation of Land,58:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=916
586,Value Added Tax,75:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=586
234,Venereal Disease,28:52,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=234
626,Venture Capital,81:08,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=626
732,Veterinary Surgeons (Registration),67:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=732
268,Visiting Forces,14:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=268
350,Visiting Police Forces,15:07,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=350
122,Voluntary Termination of Employment,23:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=122
876,Water and Sewerage,54:40,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=876
878,Waterworks and Water Conservation,54:41,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=878
844,West Indies Shipping Corporation,50:04,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=844
114,Widows' and Orphans' Pensions,23:54,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=114
116,Widows' and Orphans' Pensions Extension,23:55,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=116
80253,Wills and Probate,9:03,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=80253
614,Workers' Bank,79:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=614
1076,Workmen's Compensation,88:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1076
1070,Workmen's Compensation (Transfer of Funds),88:06,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=1070
252,Young Offenders Detention,13:05,https://laws.gov.tt/ttdll-web/revision/list?offset=0&currentid=252
